🇨🇳央视频道🇨🇳,#genre#
CCTV9,http://[2409:8087:8:20::1c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226944/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EgdZMBjOTdDWVEgovFkZoew%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV10,http://[2409:8087:8:20::1c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226937/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7Egbbk6OxyTS2utbJWm7Qw1w%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV11,http://[2409:8087:8:20::1c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226334/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E0RcQQbNseiHvFO8XWf466A%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV12,http://[2409:8087:8:20::1c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226942/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E9nVa4WyKpuJgFy6Zh4TplQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV13,http://[2409:8087:8:20::1c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226316/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EqHPe9pEEWJ00hz1ArnRZVA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV14,http://[2409:8087:8:20::1c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226947/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EgtTqPYLE5COifF-qvYi2Ig%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV15,http://[2409:8087:8:20::1c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226333/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EWyklhmFh7oMx-lG1tNUcSQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV16,http://[2409:8087:8:20::1c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221227002/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EX9goLRw26BM_r54des2PAw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV17,http://[2409:8087:8:20::1c]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226318/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EEkwQnoHNXRDb-IayWakK1A%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4
CCTV5+,http://z.b.bkpcp.top/m.php?id=cctv5p
CCTV7,http://z.b.bkpcp.top/m.php?id=cctv7
CCTV9,http://z.b.bkpcp.top/m.php?id=cctv9
CCTV10,http://z.b.bkpcp.top/m.php?id=cctv10
CCTV11,http://z.b.bkpcp.top/m.php?id=cctv11
CCTV12,http://z.b.bkpcp.top/m.php?id=cctv12
CCTV13,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV14,http://z.b.bkpcp.top/m.php?id=cctv14
CCTV15,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV17,http://z.b.bkpcp.top/m.php?id=cctv17
CCTV1,http://live.nctv.top/IQRu0r/migu.php?id=cctv1
CCTV2,http://live.nctv.top/IQRu0r/migu.php?id=cctv2
CCTV3,http://live.nctv.top/IQRu0r/migu.php?id=cctv3
CCTV4,http://live.nctv.top/IQRu0r/migu.php?id=cctv4
CCTV5,http://live.nctv.top/IQRu0r/migu.php?id=cctv5
CCTV5+,http://live.nctv.top/IQRu0r/migu.php?id=cctv5p⁭
CCTV6,http://live.nctv.top/IQRu0r/migu.php?id=cctv6
CCTV7,http://live.nctv.top/IQRu0r/migu.php?id=cctv7
CCTV8,http://live.nctv.top/IQRu0r/migu.php?id=cctv8
CCTV9,http://live.nctv.top/IQRu0r/migu.php?id=cctv9
CCTV10,http://live.nctv.top/IQRu0r/migu.php?id=cctv10
CCTV11,http://live.nctv.top/IQRu0r/migu.php?id=cctv11
CCTV12,http://live.nctv.top/IQRu0r/migu.php?id=cctv12
CCTV13,http://live.nctv.top/IQRu0r/migu.php?id=cctv13
CCTV14,http://live.nctv.top/IQRu0r/migu.php?id=cctv14
CCTV15,http://live.nctv.top/IQRu0r/migu.php?id=cctv15
CCTV17,http://live.nctv.top/IQRu0r/migu.php?id=cctv17
CCTV1,http://58.16.136.132:1234/hls/1/index.m3u8
CCTV2,http://58.16.136.132:1234/hls/2/index.m3u8
CCTV3,http://58.16.136.132:1234/hls/3/index.m3u8
CCTV4,http://58.16.136.132:1234/hls/4/index.m3u8
CCTV5,http://58.16.136.132:1234/hls/5/index.m3u8
CCTV5+,http://58.16.136.132:1234/hls/16/index.m3u8
CCTV6,http://58.16.136.132:1234/hls/6/index.m3u8
CCTV7,http://58.16.136.132:1234/hls/7/index.m3u8
CCTV8,http://58.16.136.132:1234/hls/8/index.m3u8
CCTV9,http://58.16.136.132:1234/hls/9/index.m3u8
CCTV10,http://58.16.136.132:1234/hls/10/index.m3u8
CCTV11,http://58.16.136.132:1234/hls/11/index.m3u8
CCTV12,http://58.16.136.132:1234/hls/12/index.m3u8
CCTV14,http://58.16.136.132:1234/hls/14/index.m3u8
CCTV15,http://58.16.136.132:1234/hls/15/index.m3u8
CCTV16,http://58.17.48.228:808/hls/25/index.m3u8
CCTV2,http://113.64.94.175:9901/tsfile/live/1016_1.m3u8
CCTV4,http://113.64.94.175:9901/tsfile/live/1018_1.m3u8
CCTV5,http://113.64.94.175:9901/tsfile/live/1074_1.m3u8
CCTV5+,http://113.64.94.175:9901/tsfile/live/1020_1.m3u8
CCTV6,http://113.64.94.175:9901/tsfile/live/1021_1.m3u8
CCTV9,http://113.64.94.175:9901/tsfile/live/1024_1.m3u8
CCTV10,http://113.64.94.175:9901/tsfile/live/1025_1.m3u8
CCTV11,http://113.64.94.175:9901/tsfile/live/1026_1.m3u8
CCTV12,http://113.64.94.175:9901/tsfile/live/1027_1.m3u8
CCTV13,http://113.64.94.175:9901/tsfile/live/1028_1.m3u8
CCTV14,http://113.64.94.175:9901/tsfile/live/1029_1.m3u8
CCTV1,http://116.28.97.209:8888/udp/239.77.1.17:5146
CCTV1,http://qjrhc.jydjd.top:2911/udp/224.1.100.90:11111
CCTV1,http://221.222.162.206:8888/rtp/239.3.1.129:8008
CCTV1,http://221.222.162.206:8888/udp/239.3.1.129:8008
CCTV1,http://nas.tuyuannet.cn:8800/rtp/239.37.0.8:5540
CCTV1,http://60.2.190.206:4000/udp/239.253.92.83:8012
CCTV1,http://wouu.net:9977/udp/239.93.0.184:5140
CCTV1,http://125.89.163.44:8888/udp/239.77.1.17:5146
CCTV1,http://z.b.bkpcp.top/m.php?id=cctv1
CCTV1,http://qjrhc.jydjd.top:2911/udp/224.1.100.89:11111
CCTV1,http://14.112.86.85:4022/udp/239.77.1.17:5146
CCTV1,http://120.234.5.29:6000/udp/239.20.0.104:2006
CCTV1,http://114.252.238.87:8000/udp/239.3.1.129:8008
CCTV1,http://live.nctv.top/IQRu0r/migu.php?id=cctv1
CCTV1,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV1,http://114.252.236.205:8000/rtp/239.3.1.129:8008
CCTV1,http://www.745612.xyz:7788/rtp/235.254.198.51:1480
CCTV1,http://itms.xznet.org:41097/rtp/239.254.200.45:8008
CCTV1,http://221.219.79.161:4000/udp/239.3.1.129:8008
CCTV1,http://220.173.254.6:6666/udp/239.81.0.13:4056
CCTV1,http://111.196.135.75:8686/udp/239.3.1.129:8008
CCTV1,http://221.219.79.161:4000/rtp/239.3.1.129:8008
CCTV1,http://dms.yryyj.site:8188/udp/239.76.246.151:1234
CCTV1,http://60.7.56.33:4000/udp/239.253.92.83:8012
CCTV1,http://123.113.187.204:8000/udp/239.3.1.129:8008
CCTV1,http://119.32.12.32:2901/udp/224.1.100.90:11111
CCTV1,http://home.yulei.online:9999/rtp/226.0.2.153:9136
CCTV2,http://60.7.56.33:4000/udp/239.253.92.190:6065
CCTV2,http://125.89.163.44:8888/udp/239.77.1.158:5146
CCTV2,http://116.28.97.209:8888/udp/239.77.1.158:5146
CCTV2,http://14.112.86.85:4022/udp/239.77.1.158:5146
CCTV2,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226893/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcnoJZd_sZxCC6bZYZh4R6g%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV2,http://qjrhc.jydjd.top:2911/udp/224.1.100.94:11111
CCTV2,http://221.219.79.161:4000/udp/239.3.1.60:8084
CCTV2,http://111.196.135.75:8686/udp/239.3.1.60:8084
CCTV2,http://nas.tuyuannet.cn:8800/rtp/239.37.0.3:5540
CCTV2,http://www.745612.xyz:7788/rtp/235.254.198.52:1484
CCTV2,http://120.234.5.29:6000/udp/239.20.0.197:2192
CCTV2,http://omnix.cn:4000/udp/225.1.8.2:8084
CCTV2,http://dms.yryyj.site:8188/udp/239.76.246.152:1234
CCTV2,http://60.2.190.206:4000/udp/239.253.92.190:6065
CCTV2,http://123.113.187.204:8000/rtp/239.3.1.60:8084
CCTV2,http://114.252.238.87:8000/udp/239.3.1.60:8084
CCTV2,http://114.252.236.205:8000/rtp/239.3.1.60:8084
CCTV2,http://qjrhc.jydjd.top:2911/udp/224.1.100.93:11111
CCTV2,http://wouu.net:9977/udp/239.93.1.23:6000
CCTV2,http://live.nctv.top/IQRu0r/migu.php?id=cctv2
CCTV2,http://221.219.79.161:4000/rtp/239.3.1.60:8084
CCTV2,http://60.7.56.33:4000/rtp/239.253.92.190:6065
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV2,http://itms.xznet.org:41097/rtp/239.254.200.158:6000
CCTV2,http://123.113.187.204:8000/udp/239.3.1.60:8084
CCTV2,http://119.32.12.32:2901/udp/224.1.100.94:11111
CCTV3,http://123.113.187.204:8000/rtp/239.3.1.172:8001
CCTV3,http://125.89.163.44:8888/udp/239.77.0.169:5146
CCTV3,http://116.28.97.209:8888/udp/239.77.0.169:5146
CCTV3,http://119.32.12.32:2901/udp/224.1.100.64:11111
CCTV3,http://wouu.net:9977/udp/239.93.1.11:2223
CCTV3,http://114.252.238.87:8000/udp/239.3.1.172:8001
CCTV3,http://111.196.135.75:8686/udp/239.3.1.172:8001
CCTV3,http://qjrhc.jydjd.top:2911/udp/224.1.100.64:11111
CCTV3,http://home.yulei.online:9999/rtp/226.0.2.208:9576
CCTV3,http://120.234.5.29:6000/udp/239.20.0.28:3292
CCTV3,http://z.b.bkpcp.top/m.php?id=cctv3
CCTV3,http://nas.tuyuannet.cn:8800/rtp/239.37.0.231:5540
CCTV3,http://14.112.86.85:4022/udp/239.77.0.169:5146
CCTV3,http://60.2.190.206:4000/udp/239.253.92.191:6057
CCTV3,http://60.7.56.33:4000/udp/239.253.92.191:6057
CCTV3,http://60.7.56.33:4000/rtp/239.253.92.191:6057
CCTV3,http://221.219.79.161:4000/udp/239.3.1.172:8001
CCTV3,http://123.113.187.204:8000/udp/239.3.1.172:8001
CCTV3,http://114.252.236.205:8000/rtp/239.3.1.172:8001
CCTV3,http://qjrhc.jydjd.top:2911/udp/224.1.100.63:11111
CCTV3,http://dms.yryyj.site:8188/udp/239.76.246.153:1234
CCTV3,http://live.nctv.top/IQRu0r/migu.php?id=cctv3
CCTV4,http://60.2.190.206:4000/rtp/239.253.92.251:6141
CCTV4,http://114.252.238.87:8000/udp/239.3.1.105:8092
CCTV4,http://z.b.bkpcp.top/m.php?id=cctv4
CCTV4,http://60.2.190.206:4000/udp/239.253.93.192:6370
CCTV4,http://123.113.187.204:8000/udp/239.3.1.105:8092
CCTV4,http://14.112.86.85:4022/udp/239.77.1.163:5146
CCTV4,http://119.32.12.32:2901/udp/224.1.100.104:11111
CCTV4,http://125.89.163.44:8888/udp/239.77.1.163:5146
CCTV4,http://221.219.79.161:4000/udp/239.3.1.105:8092
CCTV4,http://123.117.237.15:8680/udp/239.3.1.214:4220
CCTV4,http://123.113.187.204:8000/udp/239.3.1.213:4220
CCTV4,http://221.219.79.161:4000/udp/239.3.1.214:4220
CCTV4,http://itms.xznet.org:41097/rtp/239.254.200.190:6307
CCTV4,http://221.222.162.206:8888/udp/239.3.1.105:8092
CCTV4,http://114.252.238.87:8000/udp/239.3.1.214:4220
CCTV4,http://116.28.97.209:8888/udp/239.77.1.163:5146
CCTV4,http://220.173.254.6:6666/udp/239.81.0.16:4056
CCTV4,http://123.117.237.15:8680/udp/239.3.1.213:4220
CCTV4,http://dms.yryyj.site:8188/udp/239.76.246.154:1234
CCTV4,http://wouu.net:9977/udp/239.93.1.105:5140
CCTV4,http://60.2.190.206:4000/udp/239.253.93.193:6371
CCTV4,http://221.222.162.206:8888/udp/239.3.1.213:4220
CCTV4,http://114.252.236.205:8000/rtp/239.3.1.105:8092
CCTV4,http://qjrhc.jydjd.top:2911/udp/224.1.100.104:11111
CCTV4,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226335/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EBFJ5gRpm8ntK8JEFPZOhLQ%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV4,http://114.252.238.87:8000/udp/239.3.1.213:4220
CCTV4,http://dms.yryyj.site:8188/udp/239.76.245.195:1234
CCTV4,http://123.113.187.204:8000/rtp/239.3.1.214:4220
CCTV4,http://60.2.190.206:4000/udp/239.253.92.251:6141
CCTV4,http://221.222.162.206:8888/udp/239.3.1.214:4220
CCTV4,http://nas.tuyuannet.cn:8800/rtp/239.37.1.11:5540
CCTV4,http://60.2.190.206:4000/rtp/239.253.93.193:6371
CCTV4,http://221.219.79.161:4000/udp/239.3.1.213:4220
CCTV4,http://123.113.187.204:8000/udp/239.3.1.214:4220
CCTV4,http://home.yulei.online:9999/rtp/226.0.2.156:9160
CCTV4,http://120.234.5.29:6000/udp/239.20.0.16:3340
CCTV4,http://60.7.56.33:4000/udp/239.253.92.251:6141
CCTV4,http://live.nctv.top/IQRu0r/migu.php?id=cctv4
CCTV4,http://nas.tuyuannet.cn:8800/rtp/239.37.1.12:5540
CCTV4,http://220.173.254.6:6666/udp/239.81.0.96:4056
CCTV5,http://omnix.cn:4000/udp/225.1.8.89:8000
CCTV5,http://wouu.net:9977/udp/239.93.1.36:8004
CCTV5,http://dms.yryyj.site:8188/udp/239.76.246.155:1234
CCTV5,http://z.b.bkpcp.top/m.php?id=cctv5
CCTV5,http://60.7.56.33:4000/rtp/239.253.92.181:6046
CCTV5,http://125.89.163.44:8888/udp/239.77.0.170:5146
CCTV5,http://220.173.254.6:6666/udp/239.81.0.232:4056
CCTV5,http://xeace.cn:8888/rtp/239.93.42.37:5140
CCTV5,http://qjrhc.jydjd.top:2911/udp/224.1.100.81:11111
CCTV5,http://120.234.5.29:6000/udp/239.20.0.30:3284
CCTV5,http://live.nctv.top/IQRu0r/migu.php?id=cctv5
CCTV5,http://114.252.238.87:8000/udp/239.3.1.173:8001
CCTV5,http://221.222.162.206:8888/udp/239.3.1.173:8001
CCTV5,http://123.113.187.204:8000/udp/239.3.1.173:8001
CCTV5,http://60.2.190.206:4000/udp/239.253.92.181:6046
CCTV5,http://60.7.56.33:4000/udp/239.253.92.181:6046
CCTV5,http://116.28.97.209:8888/udp/239.77.0.170:5146
CCTV5,http://221.219.79.161:4000/udp/239.3.1.173:8001
CCTV5,http://114.252.236.205:8000/rtp/239.3.1.173:8001
CCTV5,http://111.196.135.75:8686/udp/239.3.1.173:8001
CCTV5,http://119.32.12.32:2901/udp/224.1.100.82:11111
CCTV5,http://221.222.162.206:8888/rtp/239.3.1.173:8001
CCTV5,http://123.117.237.15:8680/udp/239.3.1.173:8001
CCTV5,http://qjrhc.jydjd.top:2911/udp/224.1.100.82:11111
CCTV5,http://dms.yryyj.site:8188/udp/239.76.246.168:1234
CCTV5,http://qjrhc.jydjd.top:2911/udp/224.1.100.193:11111
CCTV5,http://14.112.86.85:4022/udp/239.77.0.170:5146
CCTV5,http://wouu.net:9977/udp/239.93.42.37:5140
CCTV5+,http://114.252.238.87:8000/udp/239.3.1.130:8004
CCTV5+,http://123.117.237.15:8680/rtp/239.3.1.130:8004
CCTV5+,http://120.234.5.29:6000/udp/239.20.0.203:2204
CCTV5+,http://114.252.236.205:8000/rtp/239.3.1.130:8004
CCTV5+,http://123.117.237.15:8680/udp/239.3.1.130:8004
CCTV5+,http://111.196.135.75:8686/udp/239.3.1.130:8004
CCTV5+,http://60.7.56.33:4000/udp/239.253.92.82:8013
CCTV5+,http://otttv.bj.chinamobile.com/PLTV/88888888/224/3221226894/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EevWZ0zmguDsOY_Mf3SM5TA%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV5+,http://home.yulei.online:9999/rtp/226.0.2.168:9256
CCTV5+,http://123.113.187.204:8000/rtp/239.3.1.130:8004
CCTV5+,http://221.222.162.206:8888/udp/239.3.1.130:8004
CCTV5+,http://220.173.254.6:6666/udp/239.81.0.101:4056
